candidate_id,full_name,email,phone,age,graduation_year,institute,degree,major,current_city,applied_role,current_title,career_path,total_experience,num_employers,company_type,company_size,skills,certifications,technical_assessment,aptitude_score,last_rating,kpi_met,awards,trainings_last_year,training_hours,recruitment_channel,last_job_change,currently_enrolled,overtime_history,current_ctc,expected_ctc,notice_period,recruiter_note,post_hire_score
CH-X2TK37,Anupriya Acharya,anupriya.acharya972@yahoo.co.in,+91 9767130163,34,2023,Indian Institute of Technology Roorkee,B.Sc,STEM,Lucknow,Data Scientist,Data Scientist,Associate Data Scientist [6 mo] -> Data Scientist [14 mo],1.7 yrs,1,,,PANDAS; stats; AB testing; sklearn; Python3; MySQL,Google Professional Data Engineer,58,5.1,Exceeds Expectations,Y,1,1,13,Job Portal,never,no_enrollment,Yes,10.62L,"₹14,46,000",Serving notice - 30 days,Has a pre-planned vacation next month.,91.5
CH-53EWG8,Suman Bedi,suman.bedi630@outlook.com,+91 6106309767,34,2014,North Maharashtra University,B.Tech,STEM,Indore,DevOps / SRE,Tech Lead,Junior DevOps Engineer [11 mo] → DevOps Engineer II [15 mo] → DevOps Engineer II [28 mo] → DevOps Engineer III [21 mo] → DevOps Engineer III [12 mo] → Sr. DevOps Engineer [5 mo] → DevOps Engineer III [22 mo] → Staff DevOps Engineer [22 mo],11.4 years,1,Pvt Ltd,1000-4999,Amazon Web Services; Apache Spark; Terraform; CICD; azure; docker; linux; k8s,,47,6.2/10,NA,No,None,1,81,Job Portal,1,no_enrollment,No,"₹33,02,000",43.1 LPA,2 months,Prefers product companies. Reference check was lukewarm about teamwork.,64.9
CH-O7XTKG,Pranita Nath,pranita.nath337@gmail.com,+91 8257457131,42,2012,Karnataka State Open University,Master of Technology,STEM,Visakhapatnam,Frontend Engineer,Engineering Manager,Junior Frontend Engineer (0.8y) -> Frontend Engineer (2.0y) -> Frontend Engineer III (3.6y) -> Sr. Frontend Engineer (1.9y) -> Senior Frontend Engineer (2.6y) -> Engineering Manager (1.7y),153 months,5,Public Sector,1000-4999,,Google Professional Data Engineer,75,4.8,5,1,-,1,66,Campus,>4,no_enrollment,No,41.8 LPA,6934000,15 days,Enquired about ESOPs.,61.7
CH-0NF2NE,Nandkishor Gunji,nandkishor.gunji317@rediffmail.com,+91 8129939199,49,2000,Netaji Subhas University of Technology,B.Sc,STEM,Chennai,Frontend Engineer,VP Engineering,Frontend Engineer I [28 mo] → Frontend Engineer I [40 mo] → Frontend Engineer III [42 mo] → Frontend Engineer III [15 mo] → Tech Lead [51 mo] → Principal Frontend Engineer [72 mo] → VP Engineering [60 mo],>20,5,,,"HTML, Kotlin, GraphQL, css, TS, vuejs, python 3",Databricks Associate,38/100,3.3,,No,None,1,226,LinkedIn,>4,no_enrollment,No,37.76L,5486000,1 month,,48.9
CH-ZD9Z2R,Chandika Dave,chandika.dave305@gmail.com,+91 6353078350,42,2014,Periyar University,MBA,STEM,Pune,QA Automation Engineer,Tech Lead,Trainee QA Engineer (3.7 yrs) | Senior QA Engineer (1.5 yrs) | Lead QA Engineer (3.3 yrs) | QA Engineer Lead (2.7 yrs),11.2 years,1,,,RN | microservice architecture | JavaScript | FastAPI | Cypress,Coursera ML Specialization,48,5.2,5,Y,None,1,69,Campus,4,no_enrollment,No,35.7 LPA,47.1 LPA,45 days,,40.7
CH-ZCOCK8,Upasana Vyas,upasana.vyas347@outlook.com,+91 6282388150,33,2016,I.I.T. Delhi,B.Tech,STEM,Ranchi,Data Scientist,Sr. Data Scientist,Intern [11 mo] > Intern [29 mo] > Sr. Data Scientist [30 mo] > Data Scientist III [33 mo] > Sr. Data Scientist [7 mo],9.1,3,Funded Startup,10/49,split testing; Swift; scikit-learn; Apache Airflow; pandas,CKA; Azure Fundamentals; ISTQB Foundation,47,6.8/10,5,yes,0,1,37,Sourcing,2,no_enrollment,No,25.1 LPA,26.1 lpa,0 days,Prefers hybrid work.,41.2
CH-LU0AHG,Lipika Pradhan,lipika.pradhan769@rediffmail.com,+91 8910639286,40,2025,Indian School of Business Management and Administration,Master of Technology,STEM,Ranchi,Data Scientist,Intern,Trainee [10 mo],Fresher,1,Pvt Ltd,10/49,workflow orchestration (Airflow) | stats | power bi | scikit-learn | excel | Structured Query Language,PMP; Azure Fundamentals,82,72%,3,N,None,1,18,LinkedIn,1,no_enrollment,No,4.3 lpa,INR 9.2 lakh,1 month,Enquired about ESOPs.,60.4
CH-11CKZH,Bhagvant Bakshi,bhagvant.bakshi184@outlook.com,+91 7503709521,39,2019,Indian Institute of Information Technology Sri City,Diploma,,Hyderabad,QA Automation Engineer,QA Engineer I,Junior QA Engineer (4.0 yrs),4.0 years,1,,,"Selenium, python 3, django, Vue.js",AWS Certified Solutions Architect,34,6.0,4,FALSE,-,1,28,Other,1,Full time course,No,15.1 lpa,24.1 LPA,1 month,,0.0
CH-I1QOOE,Malti Chandravanshi,malti.chandravanshi710@rediffmail.com,+91 8559416832,39,2021,Indian Institute of Information Technology Allahabad,MS,STEM,Ranchi,QA Automation Engineer,QA Engineer,QA Engineer Intern [20 mo] → Trainee QA Engineer [14 mo] → QA Engineer [17 mo],4.3 years,1,Pvt Ltd,50-99,"Selenium,SQL,Kotlin,Bash/Linux,SCSS",PMP,45,6.1,3,1,0,1,34,Sourcing,1,no_enrollment,Yes,10.51L,14.0 LPA,60 days,,26.7
CH-G0YA14,Harishchandra Malik,harishchandra.malik552@rediffmail.com,+91 8916434994,48,2001,"National Institute of Technology Karnataka, Surathkal",Btech,,Jaipur,Frontend Engineer,VP Engineering,"Trainee [8 mo] | Associate Frontend Engineer [40 mo] | Frontend Engineer [29 mo] | Frontend Engineer [33 mo] | Engineering Manager [17 mo] | Principal Frontend Engineer [37 mo] | Director, Engineering [77 mo] | Director, Engineering [51 mo]",24 years,1,Early Stage Startup,<10,React Native | React.js | HTML | TS,,42,2.6,,no,-,1,39,Job Portal,1,Full time course,Yes,45.6 LPA,6.57 Cr,15 days,,52.0
CH-HT0ODF,Hanuman Rathore,hanuman.rathore989@yahoo.co.in,+91 9195916212,33,2014,Indian Institute Of Technology–Ropar (IIT–Ropar),B.Sc,STEM,Calcutta,QA Automation Engineer,QA Engineer I,QA Engineer I (6.1y) | Junior QA Engineer (4.9y),11.0 years,1,Pvt Ltd,500-999,"Flask, PYTHON, SQL",PMP,38/100,5.0,3.0,0,0,1,58,Job Portal,never,no_enrollment,No,17.57L,"$25,869",Serving notice - 45 days,,48.8
CH-8A9PKV,Nishi Singhi,nishi.singhi448@yahoo.co.in,+91 9109480830,38,2019,"Atal Bihari Vajpayee Indian Institute of Information Technology and Management, Gwalior",B.Tech,,Mysuru,Data Engineer,Senior Data Engineer,Associate Data Engineer (1.1y) > Data Engineer (3.4y) > Senior Data Engineer (2.7y),7.1 years,5,,10000+,Airflow; fastapi; git; PySpark,,50,6.3,4,1,0,1,18,Walk-in,,no_enrollment,No,13.9 lpa,INR 19.7 lakh,15 days,Primary on-call owner for the payments service; wrote most runbooks.,39.6
CH-L1OEKH,Ashish Thakur,ashish.thakur547@hotmail.com,+91 9854014314,35,2013,  Assam University ,B.E.,Arts,Pune,Data Scientist,Tech Lead,Trainee Data Scientist [30 mo] > Trainee Data Scientist [12 mo] > Data Scientist I [55 mo] > Staff Data Scientist [24 mo],10.0 years,5,Pvt Ltd,500-999,"scikit-learn,PowerBI,Java 8,T-SQL,MS Excel,EKS/GKE,Tableau,GCP,Statistical Modelling,react-native,python 3",AWS Certified Solutions Architect; ISTQB Foundation,0.76,7.7,1,0,-,1,9,LinkedIn,>4,no_enrollment,No,37.30L,INR 56.0 lakh,15 days,Hiring manager flagged excellent system-design round.,26.7
CH-X4T1IK,Arpita Mehra,arpita.mehra282@rediffmail.com,+91 8548350862,32,2018,Indian Institute of Technology Madras,B.Tech,STEM,Madras,Product Analyst,Senior Product Analyst,Product Analyst Intern (2.1 yrs) → Intern (2.3 yrs) → Senior Product Analyst (1.3 yrs) → Product Analyst III (2.1 yrs),94 months,1,Public Sector,100-500,"Flutter, EKS/GKE, experimentation, Tableau, Type Script, PYTHON, sql, CV (images), workflow orchestration (Airflow), Statistical Modelling",ISTQB Foundation; NPTEL DSA (Elite),0.46,6.0,3/5,no,0,1,8,Referral,1,no_enrollment,No,24.54L,40.2 LPA,60 days,,25.4
CH-YI9919,Vedprakash Vaidya,vedprakash.vaidya771@gmail.com,+91 8971227265,39,2009,Manipal University,Polytechnic Diploma,STEM,Madras,ML Engineer,Manager - AI,Trainee (0.4y) → Trainee (1.4y) → Apprentice (3.2y) → Senior ML Engineer (1.3y) → Senior ML Engineer (1.3y) → ML Engineer III (1.3y) → AI Manager (6.0y),14.9,5,Funded Startup,50-99,"k8s,docker,TF/Keras,ES6,CV (images),PYTHON,Hadoop,airflow,numpy,Tableau,mlflow,Torch,NLP,GitHub",,74,5.4/10,Unsatisfactory,no,0,3,17,Direct,2,no_enrollment,No,"₹46,49,000",INR 59.9 lakh,Serving notice - 45 days,Consistently delivered ahead of sprint commitments.,41.4
CH-4QI69J,Vineet Malode,vineet.malode758@hotmail.com,+91 9236485659,45,2003,Indian Institute of Information Technology Allahabad,Bachelor of Technology,STEM,Chennai,QA Automation Engineer,VP Quality,Trainee (3.2 yrs) → Intern (2.9 yrs) → Intern (2.2 yrs) → Trainee (1.5 yrs) → QA Engineer I (3.0 yrs) → Junior QA Engineer (2.8 yrs) → QA Engineer (2.3 yrs) → Principal QA Engineer (2.0 yrs) → VP Quality (1.0 yrs) → VP Quality (1.4 yrs),>20,1,,,React Native | cypress | postgres,CKA,0.52,6.7,3,1,-,1,83,Referral,>4,no_enrollment,Yes,"$38,425","₹42,76,000",30 days,,33.2
CH-JT4AG6,Tejas Kayasth,tejas.kayasth954@outlook.com,+91 9615855768,56,2008,Solapur University,BCA,STEM,Pune,QA Automation Engineer,Quality Manager,QA Engineer I (3.3 yrs) -> Sr. QA Engineer (0.5 yrs) -> QA Engineer III (2.3 yrs) -> QA Engineer Lead (1.0 yrs) -> Staff QA Engineer (0.7 yrs) -> Principal QA Engineer (2.7 yrs) -> Manager - Quality (2.7 yrs),13.1 years,2,Pvt Ltd,10000+,Python | ci-cd | Java | Flask,Databricks Associate; Google Professional Data Engineer,58.0 %,6.5,3/5,No,0,1,73,Campus,never,no_enrollment,No,29.4 LPA,3656000,0 days,Open to weekend shifts.,64.8
CH-HPABBJ,Chandrabhan Khurrana,chandrabhan.khurrana593@gmail.com,+91 8449554111,47,1999,Indian Institute of Technology Roorkee,M.Sc,,Chandigarh,Frontend Engineer,"Director, Engineering","Apprentice (1.7 yrs) -> Trainee (2.2 yrs) -> Junior Frontend Engineer (4.4 yrs) -> Principal Frontend Engineer (4.1 yrs) -> Director, Engineering (4.0 yrs) -> Head of Engineering (3.7 yrs) -> Director, Engineering (4.0 yrs)",24 years,7,,,Go; PostgreSQL; ES6; react js; TypeScript,,38.0 %,4.1,5,0,None,1,37,Job Portal,2,no_enrollment,No,"₹55,02,000",63.04L,1 month,,39.2
CH-KX47CC,Sankalp Chandravanshi,sankalp.chandravanshi835@yahoo.co.in,+91 7897469188,39,2010,Indian Institute of Technology Kanpur,BE,STEM,Ahmedabad,Product Analyst,Senior Product Analyst,Trainee Product Analyst (3.9 yrs) -> Product Analyst (3.3 yrs) -> Sr. Product Analyst (3.0 yrs),10.2 years,1,Public Sector,1000-4999,tableau; TensorFlow; Kubernetes; Docker; Apache Kafka; A/B testing; Statistical Modelling; Hadoop; MS Excel,NPTEL DSA (Elite); PMP,absent,6.7,4,No,0,1,141,Other,3,Full time course,Yes,3184000,33.2 LPA,45 days,Led the migration of a legacy monolith to services. Mentored two junior engineers; strong communicator.,66.2
CH-24CY4S,Yashaswi Deshmukh,yashaswi.deshmukh318@yahoo.co.in,+91 6624216989,49,2001,Bhupendra Narayan Mandal University,M.Sc,STEM,Chennai,QA Automation Engineer,Head of Quality,"Trainee QA Engineer (3.6y) > Associate QA Engineer (2.2y) > QA Engineer Lead (4.3y) > VP Quality (2.3y) > Director, Quality (0.3y) > Head of Quality (11.7y)",>20,1,Pvt Ltd,100-500,"SwiftUI, Selenium WebDriver, cypress, micro-services, Core Java",Databricks Associate; ISTQB Foundation,39,5.6/10,3,yes,0,1,22,Campus,1,no_enrollment,Yes,47.93L,5673000,45 days,Has a pre-planned vacation next month.,48.8
CH-WDM1DC,Pratiksha Singhaniya,pratiksha.singhaniya661@outlook.com,+91 6400341699,47,2004,National Institute of Technology Rourkela,BE,STEM,Hyderabad,Frontend Engineer,Frontend Engineer II,Frontend Engineer Intern (3.5y) -> Trainee (3.0y) -> Frontend Engineer (15.9y),>20,1,Pvt Ltd,50-99,Express/Node; Kotlin; java; sql; TS; scikit-learn; Vue; JS; html; css,,41,8.7,5,Yes,0,2,40,Direct,>4,no_enrollment,No,40.8 LPA,41.9 LPA,0 days,,24.8
CH-T5R71N,Mandakini Rao,mandakini.rao865@yahoo.co.in,+91 7712908215,45,2001,Indian Institute of Technology Bombay,MCA,STEM,Pune,Data Engineer,"Director, Data Platform",Data Engineer I [20 mo] -> Data Engineer [24 mo] -> Data Engineer [38 mo] -> Data Engineer II [37 mo] -> Data Engineer [14 mo] -> Senior Data Engineer [39 mo] -> Tech Lead [49 mo] -> Staff Data Engineer [46 mo] -> Head of Data Platform [9 mo],23 years,1,Pvt Ltd,100-500,Python3 | Node.js | sklearn | aws | Apache Airflow | experimentation,Scrum Master (CSM); Databricks Associate,45,4.9,1,No,0,1,126,Campus,1,no_enrollment,No,6830000,INR 91.0 lakh,45 days,Owned production incidents end-to-end during on-call rotations. Communication in the panel round was unclear.,55.5
CH-2WK9IO,Mahavir Soman,mahavir.soman701@rediffmail.com,+91 7886745932,31,2020,Gurukula Kangri University,Bachelor of Technology,No Major,Pune,Mobile Engineer,Mobile Developer,Junior Mobile Developer (2.9 yrs) → Associate Mobile Developer (0.9 yrs) → Mobile Developer (2.1 yrs),5.9 years,2,,,kotlin; Swift; cpp; Mongo,AWS Certified Solutions Architect; CKA; NPTEL DSA (Elite),28/100,3.7,1/5,No,-,2,17,Walk-in,never,Part time course,Yes,13.2 lpa,17.1 LPA,2 months,Consistently delivered ahead of sprint commitments. Has a pre-planned vacation next month.,40.6
CH-YNC48X,Sudhir Kanetkar,sudhir.kanetkar450@gmail.com,+91 6287176759,41,2021,Indian Institute of Technology Delhi,BE,STEM,Pune,Mobile Engineer,Mobile Developer II,Junior Mobile Developer [32 mo] | Mobile Developer [17 mo],49 months,1,Pvt Ltd,1000-4999,Flutter | Swift | RESTful services | graphql | RN,,63,3.8,5.0,Y,0,1,13,Direct,1,Full time course,No,"$21,401",26.3 LPA,45 days,,51.4
CH-OTPSRW,Haripriya Bhatnagar,haripriya.bhatnagar641@hotmail.com,+91 9346913044,28,2021,"Indian Institute of Information Technology, Guwahati",B.E.,Humanities,Pune,QA Automation Engineer,Trainee QA Engineer,Associate QA Engineer (3.3 yrs),3+ yrs,1,,,Python3; SCSS; Golang,ISTQB Foundation; CKA; Scrum Master (CSM),45,5.2,5/5,Y,-,1,2,Job Portal,1,no_enrollment,No,1494000,"₹23,89,000",1 month,,34.9
CH-0A8KGF,Saket Poddar,saket.poddar188@outlook.com,+91 8658662362,40,2010,Bhupendra Narayan Mandal University,Bachelor of Technology,STEM,Gurgaon,Data Scientist,Principal Data Scientist,Trainee (1.7y) -> Trainee (1.3y) -> Apprentice (3.2y) -> Intern (0.8y) -> Data Scientist Lead (2.8y) -> Data Science Manager (3.5y) -> Data Science Manager (1.7y),180 months,9,Pvt Ltd,500-999,"split testing,SQL,Pandas,AngularJS,hypothesis testing,sklearn,airflow,AWS (EC2/S3),python",PMP; Coursera ML Specialization,81,3.8,4,No,0,1,15,Employee Referral,1,no_enrollment,No,33.22L,39.3 LPA,1 month,Communication in the panel round was unclear. Enquired about ESOPs.,87.2
CH-PCEEGL,Narayani Choudhuri,narayani.choudhuri919@yahoo.co.in,+91 8388544114,47,2003,Indian Institute of Technology Roorkee,PhD,STEM,Pune,Backend Engineer,VP Engineering,"Associate Software Engineer (2.4 yrs) | Junior Software Engineer (2.8 yrs) | Sr. Software Engineer (9.4 yrs) | Engineering Manager (1.2 yrs) | VP Engineering (2.9 yrs) | Director, Engineering (4.0 yrs)",20+ years,4,Public Sector,10000+,micro-services; python 3; kotlin; Java; SQL; django; React.js; postgres; REST APIs,PMP,79,60%,2,yes,-,1,11,Sourcing,2,no_enrollment,No,66.56L,89.7 LPA,45 days,,84.6
CH-KBNTII,Hari Patnaik,hari.patnaik320@hotmail.com,+91 9334182449,46,2001,Mohan Lal Sukhadia University,Btech,STEM,Hyderabad,DevOps / SRE,"Director, Infrastructure",Junior DevOps Engineer [99 mo] > Sr. DevOps Engineer [17 mo] > Senior DevOps Engineer [61 mo] > Senior DevOps Engineer [27 mo] > Manager - Infrastructure [31 mo] > Head of Infrastructure [50 mo],20+ years,5,Pvt Ltd,50-99,"Azure,terraform,docker,ci-cd,aws",,33,5.4,5,Yes,0,1,43,Referral,>4,no_enrollment,Yes,46.75L,64.4 LPA,60 days,Prefers product companies.,59.8
CH-S8JPT4,566 Chaurasiya,566.chaurasiya815@gmail.com,+91 8330889954,26,2023,Manav Rachna University,Btech,STEM,Dehradun,Product Analyst,Trainee Product Analyst,Product Analyst I (2.9y),35 months,1,Pvt Ltd,50-99,"sql,Tableau,numpy,python 3,Excel,AB testing,PyTorch,Node.js",,67,6.0,3.0,Y,0,3,100,Referral,1,Full time course,No,770000,"₹9,75,000",45 days,Carried the pager for a tier-1 service and drove incident post-mortems. Prefers product companies.,35.4
CH-AAZLRG,Balwant Valmiki,balwant.valmiki440@yahoo.co.in,+91 9274572365,33,2024,IITB,12th,,Chennai,Frontend Engineer,Trainee Frontend Engineer,Junior Frontend Engineer (0.7y) → Trainee Frontend Engineer (0.9y),1.6,2,,,"MSA, CI/CD, graphql, Java Script, Java 8",Oracle Java SE,39,6.5,3.0,no,0,1,17,LinkedIn,never,no_enrollment,Yes,1078000,13.6 LPA,15 days,Currently exploring 2-3 other offers.,52.2
CH-MQA7NZ,Gopal Joshi,gopal.joshi262@yahoo.co.in,+91 9233716194,42,2006,Yashawantrao Chavan Maharashtra Open University,BCA,STEM,Pune,Product Analyst,VP Product,Trainee Product Analyst (5.3 yrs) | Trainee Product Analyst (2.7 yrs) | Senior Product Analyst (3.7 yrs) | Manager - Product (4.4 yrs) | Product Manager (2.8 yrs) | Head of Product (0.3 yrs),19+ yrs,3,Pvt Ltd,100-500,"PANDAS,Postgre SQL,Tableau,A/B testing",AWS Certified Solutions Architect; Oracle Java SE,40/100,5.9,3/5,No,0,1,116,Direct,2,no_enrollment,No,54.9 LPA,73.48L,Immediate,Currently exploring 2-3 other offers.,43.7
CH-UPJJ2T,Juli Hatwal,juli.hatwal648@hotmail.com,+91 8280342028,34,2022,Indian Institute of Technology Roorkee,Btech,STEM,Madras,Data Scientist,Data Scientist I,Junior Data Scientist [18 mo] | Trainee Data Scientist [14 mo],2+ yrs,3,,,"Structured Query Language,python 3",,40,3.2,3,Yes,0,1,15,Job Portal,3,Full time course,No,16.10L,3188000,2 months,Consistently delivered ahead of sprint commitments. Shipped a feature used by 1M+ users.,40.8
CH-UJ62S3,Parthivi Hatwal,parthivi.hatwal308@hotmail.com,+91 7220862649,33,2017,Indian Institute of Technology Guwahati,M.Tech,STEM,Patna,Frontend Engineer,Frontend Engineer III,Associate Frontend Engineer (2.9y) | Sr. Frontend Engineer (3.0y) | Sr. Frontend Engineer (1.9y),7.8 years,9,Pvt Ltd,10000+,micro-services; REST APIs; HTML5; react js; css; GraphQL; ES6; TypeScript,,50,4.7/10,Unsatisfactory,0,None,1,36,Walk-in,1,no_enrollment,No,INR 21.4 lakh,38.1 LPA,2 months,Shipped a feature used by 1M+ users.,69.4
CH-4W4NYV,Swapnil Govil,swapnil.govil616@hotmail.com,+91 7477736315,49,1998,Indian Institute of Technology Guwahati,Bachelor of Technology,STEM,Pune,Frontend Engineer,Head of Engineering,Trainee [30 mo] | Trainee [29 mo] | Frontend Engineer [39 mo] | Frontend Engineer [18 mo] | Frontend Engineer [24 mo] | Senior Frontend Engineer [78 mo] | Staff Frontend Engineer [11 mo] | Tech Lead [29 mo] | Head of Engineering [37 mo],>20,3,NGO,500-999,JS | Graph QL | typescript | ReactJS | containers (docker) | cpp | flask | Postgre SQL | html | SCSS,,79,6.1/10,4/5,Y,0,1,106,Campus,>4,no_enrollment,No,INR 41.3 lakh,57.3 LPA,30 days,,99.8
CH-SZQFAK,Shalabh Parmar,shalabh.parmar671@rediffmail.com,+91 6673950921,,2014,Indian Institute of Technology Kanpur,Btech,STEM,Kolkata,Data Scientist,Data Scientist Lead,Junior Data Scientist (3.8y) | Associate Data Scientist (2.1y) | Associate Data Scientist (1.5y) | Data Scientist (1.0y) | Lead Data Scientist (2.3y) | Data Scientist Lead (0.9y),140 months,1,Pvt Ltd,10000+,"Scikit Learn,mlflow",Azure Fundamentals; NPTEL DSA (Elite),79,7.6,4,Y,None,2,34,Campus,>4,no_enrollment,No,24.4 lpa,INR 28.1 lakh,1 month,Enquired about ESOPs. Needed frequent guidance during design discussions.,55.2
CH-J59ONI,Anushka Desai,anushka.desai279@yahoo.co.in,+91 8692263131,30,2018,Ramaiah University of Applied Sciences,Master of Technology,STEM,Noida,Full Stack Engineer,Full Stack Developer,Trainee Full Stack Developer (3.9y) → Full Stack Developer II (0.2y) → Full Stack Developer (1.8y),70 months,1,Pvt Ltd,10000+,"ReactJS,sql,containers (docker),API design",,34/100,5.1,4,FALSE,0,1,194,Other,1,Full time course,No,"$27,573",3359000,15 days,Missed two sprint commitments last quarter.,15.5
CH-5CMEH5,"Jha, Dipanshi",DIPANSHI.JHA703@HOTMAIL.COM,81106 65289,35,2024,Dr. D.Y. Patil University,Btech,STEM,Ranchi,DevOps / SRE,Associate DevOps Engineer,Junior DevOps Engineer [25 mo],2.1,3,,100-500,"CI/CD, Microservices, A/B testing, Dockerization, redis, psql",AWS Certified Solutions Architect; TensorFlow Developer,57,6.2/10,3,N,-,3,39,Job Portal,1,Full time course,No,547000,6.7 lpa,1 month,,43.9
CH-48IG43,Shankar Roy,shankar.roy385@yahoo.co.in,+91 7348191417,38,2010,Asansol Engineering College,M.Tech,STEM,Kolkata,Full Stack Engineer,Engineering Manager,Intern (2.1y) → Apprentice (3.5y) → Full Stack Developer Intern (1.3y) → Full Stack Developer (4.0y) → Full Stack Developer Lead (0.3y) → Engineering Manager (3.5y),14.7,1,Pvt Ltd,<10,containers (docker) | Go | spring | React | Java Script | API design | T-SQL,,79,8.8,5,N,None,1,122,Referral,>4,no_enrollment,No,37.10L,"₹47,91,000",30 days,Has a pre-planned vacation next month. Reference check was lukewarm about teamwork.,61.9
CH-F9XI12,Maitri Shankar,maitri.shankar353@gmail.com,+91 6784927442,43,2003,Indian Institute of Technology Kharagpur,B.Sc,STEM,Pune,QA Automation Engineer,Head of Quality,Junior QA Engineer [9 mo] | QA Engineer I [51 mo] | Trainee [27 mo] | Senior QA Engineer [26 mo] | Staff QA Engineer [37 mo] | Head of Quality [6 mo] | VP Quality [54 mo],17.7 yrs,2,Pvt Ltd,10/49,golang; Spring Boot; Core Java,TensorFlow Developer,40,3.9,5,Yes,0,1,47,Job Portal,2,no_enrollment,Yes,"₹40,22,000","₹54,86,000",1 month,,8.2
CH-XQZH1A,Jagannath Kedia,jagannath.kedia354@hotmail.com,+91 8736390442,39,2020,National Institute of Technology Trichy,BE,STEM,Ranchi,Data Engineer,Data Engineer,Junior Data Engineer (2.1 yrs) → Trainee Data Engineer (1.1 yrs) → Data Engineer I (0.6 yrs) → Data Engineer (0.4 yrs) → Data Engineer (0.4 yrs),4.6 years,1,Early Stage Startup,10/49,split testing; google cloud platform; kafka; HCL; Apache Airflow; Power BI; python; MySQL,PMP; TensorFlow Developer,78,4.7,2,N,0,1,9,Job Portal,4,no_enrollment,No,INR 13.1 lakh,1734000,1 month,Needed frequent guidance during design discussions.,27.1
